,Vendor Code,Company,County,City,Zip,Vendor_Address,lat,lon,geometry
584,122107,SAFE ENVIRONMENT ENGINEERING,In LA County,VALENCIA,91355,"28318  CONSTELLATION RD, VALENCIA, CA, 91355",,,POINT (NaN NaN)
585,512124,LOS ANGELES CONSERVATION CORPS,In LA County,LOS ANGELES,90007,"2824  S. MAIN ST., LOS ANGELES, CA, 90007",34.0228616,-118.2698258,POINT (-118.2698258 34.0228616)
586,170932,SLB PRINTING INC,In LA County,LOS ANGELES,90034,"2818  S ROBERTSON BVD, LOS ANGELES, CA, 90034",34.0361893,-118.3888592,POINT (-118.3888592 34.0361893)
587,164285,KACEY ROUNTREE,In LA County,GLENDALE,91208,"2812  HERMOSITA DRIVE, GLENDALE, CA, 91208",34.187073,-118.231839,POINT (-118.231839 34.187073)
588,522450,TEAGUE CUSTOM MARINE,In LA County,VALENCIA,91355,"28115  AVENUE STANFORD, VALENCIA, CA, 91355",,,POINT (NaN NaN)
589,205443,AMY TRINH,In LA County,WALNUT,91788,"280  S LEMON AVE , WALNUT, CA, 91788",34.0208353,-117.866237,POINT (-117.866237 34.0208353)
590,28700,"POWERLAND EQUIPMENT, INC.",Outside of LA County,VALLEY CENTER,92082,"27943  VALLEY CENTER RD., VALLEY CENTER, CA, 92082",33.2180496,-117.0334209,POINT (-117.0334209 33.2180496)
591,181979,CROWN TROPHY OF SANTA CLARITA,In LA County,VALENCIA,91355,"27811  AVENUE HOPKINS , VALENCIA, CA, 91355",,,POINT (NaN NaN)
592,210925,"SENSE TECHNOLOGY SOLUTIONS, LLC.",In LA County,SANTA CLARITA,91350,"27648  SKYLARK LN, SANTA CLARITA, CA, 91350",34.4375099,-118.5003217,POINT (-118.5003217 34.4375099)
593,212279,"WADECO BUSINESS CENTER, LLC",In LA County,CASTAIC,91384,"27305  LIVE OAK RD, CASTAIC, CA, 91384",34.4534207,-118.6165189,POINT (-118.6165189 34.4534207)
594,512997,SEPCO EARTHSCAPE INC,In LA County,SANTA MONICA,90403,"2730  WILSHIRE BLVD , SANTA MONICA, CA, 90403",34.0299763,-118.4849302,POINT (-118.4849302 34.0299763)
595,170466,HADI  PISHDADIAN,In LA County,ALHAMBRA,91803,"2727  WEST VALLEY BLVD, ALHAMBRA, CA, 91803",34.076895,-118.1531075,POINT (-118.1531075 34.076895)
596,185029,ARTS FOR HEALING AND JUSTICE NETWORK,In LA County,LONG BEACH,90804,"2727  E ANAHEIM ST, LONG BEACH, CA, 90804",33.7826808,-118.1596744,POINT (-118.1596744 33.7826808)
597,517389,SANTA CLARITA VALLEY COMMITTEE ON AGING CORP.,In LA County,SANTA CLARITA,91350,"27180  GOLDEN VALLEY RD, SANTA CLARITA, CA, 91350",34.4302853,-118.4999213,POINT (-118.4999213 34.4302853)
598,51881,FAR EAST LANDSCAPE & MAINTENANCE INC,In LA County,VALENCIA,91354,"27118  COLEBROOK PL, VALENCIA, CA, 91354",34.4340672,-118.5447409,POINT (-118.5447409 34.4340672)
599,187313,IGNITED LLC,In LA County,MANHATTAN BCH,90266,"2711  N SEPULVEDA BLVD , MANHATTAN BCH, CA, 90266",33.8962504,-118.3963763,POINT (-118.3963763 33.8962504)
600,177249,BOYLE HEIGHTS ARTS CONSERVATORY,In LA County,LOS ANGELES,90033,"2708  E CESAR E CHAVEZ AVE , LOS ANGELES, CA, 90033",34.044992,-118.203885,POINT (-118.203885 34.044992)
601,211911,EDUARDO ESCUTIA,In LA County,LA VERNE,91750,"2702  HANAWALT ST, LA VERNE, CA, 91750",34.1042779,-117.7575674,POINT (-117.7575674 34.1042779)
602,34147,PLUMBING & INDUSTRIAL SUPPLY,In LA County,VERNON,90058,"2700  S SANTE FE AVE., VERNON, CA, 90058",,,POINT (NaN NaN)
603,62973,ELECTRIC SERVICE & SUPPLY CO OF PASADENA,In LA County,PASADENA,91107,"2668  E FOOTHILL BLVD, PASADENA, CA, 91107",34.1497909,-118.0952927,POINT (-118.0952927 34.1497909)
604,100189,AURORA INDUSTRIAL HYGIENE INC,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST , SIGNAL HILL, CA, 90755",33.808104,-118.1624116,POINT (-118.1624116 33.808104)
605,179953,AP SAFETY,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST , SIGNAL HILL, CA, 90755",33.808104,-118.1624116,POINT (-118.1624116 33.808104)
606,100189,AURORA INDUSTRIAL HYGIENE INC,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST, SIGNAL HILL, CA, 90755",33.808104,-118.1624116,POINT (-118.1624116 33.808104)
607,179953,AP SAFETY,In LA County,SIGNAL HILL,90755,"2667  E 28TH ST, SIGNAL HILL, CA, 90755",33.808104,-118.1624116,POINT (-118.1624116 33.808104)
608,56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,In LA County,VALENCIA,91381,"26512  OAK TERRACE PL, VALENCIA, CA, 91381",34.4013542,-118.5868328,POINT (-118.5868328 34.4013542)
609,506099,KALBAN INC,In LA County,SANTA CLARITA,91350,"26450  RUETHER AVE, SANTA CLARITA, CA, 91350",34.4147335,-118.4993235,POINT (-118.4993235 34.4147335)
610,111456,LINCOLN TRAINING CENTER,In LA County,SOUTH EL MONTE,91733,"2643  LOMA AVE., SOUTH EL MONTE, CA, 91733",34.0596523,-118.0688727,POINT (-118.0688727 34.0596523)
611,505696,PROJECT IMPACT,In LA County,LYNWOOD,90262,"2640  INDUSTRY WAY., LYNWOOD, CA, 90262",33.9234349,-118.2264356,POINT (-118.2264356 33.9234349)
612,187354,"VETUP, LLC",In LA County,SANTA CLARITA,91321,"26375  PIAZZA DI SARRO, SANTA CLARITA, CA, 91321",34.3996273,-118.4845829,POINT (-118.4845829 34.3996273)
613,185384,RC LAO AIR CONDITIONING,In LA County,ALHAMBRA,91803,"2620  ORANGE GROVE AVE, ALHAMBRA, CA, 91803",34.0641525,-118.1554581,POINT (-118.1554581 34.0641525)
614,109531,"MULTI W SYSTEMS, INC.",In LA County,EL MONTE,91733,"2615  STROZIER AVE., EL MONTE, CA, 91733",34.0581572,-118.0499889,POINT (-118.0499889 34.0581572)
615,173783,WESTERN INDOOR ENVIRONMENTAL SERVICES,In LA County,MONTEBELLO,90640,"2609  W BEVERLY BLVD, MONTEBELLO, CA, 90640",34.0208759,-118.1312949,POINT (-118.1312949 34.0208759)
616,187026,THE SAUCE CREATIVE SERVICES CORP,In LA County,MONROVIA,91016,"2600  S CALIFORNIA AVE , MONROVIA, CA, 91016",34.117271,-117.999621,POINT (-117.999621 34.117271)
617,164470,PMCS GROUP INC.,In LA County,LONG BEACH,90804,"2600  E PACIFIC COAST HWY, LONG BEACH, CA, 90804",33.7868481,-118.1381959,POINT (-118.1381959 33.7868481)
618,157534,RELEVANT-IT,In LA County,STEVENSON RNH,91381,"25876  THE OLD RD PMB 302, STEVENSON RNH, CA, 91381",,,POINT (NaN NaN)
619,173212,"BAE URBAN ECONOMICS, INC.",Outside of LA County,BERKELEY,94710,"2560  9TH ST, BERKELEY, CA, 94710",37.8591636,-122.2917396,POINT (-122.2917396 37.8591636)
620,173212,"BAE URBAN ECONOMICS, INC.",Outside of LA County,BERKELEY,94710,"2560  9TH ST, BERKELEY, CA, 94710",37.8591636,-122.2917396,POINT (-122.2917396 37.8591636)
621,213451,FOREVERLAMP INC.,In LA County,TORRANCE,90505,"2550  W 237TH ST, TORRANCE, CA, 90505",33.8114667,-118.3319053,POINT (-118.3319053 33.8114667)
622,183499,D & S SECURITY INC,In LA County,MONTEREY PARK,91754,"2550  CORPORATE PL , MONTEREY PARK, CA, 91754",34.046482,-118.1647523,POINT (-118.1647523 34.046482)
623,157552,"ONYX ARCHITECTS, INC.",In LA County,PASADENA,91107,"2540  E COLORADO BLVD, PASADENA, CA, 91107",34.1460276,-118.0979978,POINT (-118.0979978 34.1460276)
624,207219,WILBERT KIGULU,In LA County,PASADENA,91101,"254  N LAKE AVE , PASADENA, CA, 91101",34.150077,-118.1322974,POINT (-118.1322974 34.150077)
625,123894,"SAFETYVIBE, INC.",In LA County,MONTEREY PARK,91754,"2530  CORPORATE PL, MONTEREY PARK, CA, 91754",34.0464863,-118.1645398,POINT (-118.1645398 34.0464863)
626,187035,CG RESOURCE MANAGEMENT AND ENGINEERING,In LA County,LA VERNE,91750,"2529  AMHERST ST, LA VERNE, CA, 91750",34.116326,-117.7584537,POINT (-117.7584537 34.116326)
627,180346,DIANA M ADAROS,Outside of LA County,ORANGE,92865,"2525  N BOURBON ST, ORANGE, CA, 92865",33.8306369,-117.8388385,POINT (-117.8388385 33.8306369)
628,195621,"AVENUE HOME CARE, INC",Outside of LA County,VISTA,92081,"2515  PIONEER AVE , VISTA, CA, 92081",33.149167,-117.222342,POINT (-117.222342 33.149167)
629,212963,ALPINE TECHNOLOGIES LLC,In LA County,TORRANCE,90505,"2510  W 237TH ST , TORRANCE, CA, 90505",33.8102427,-118.3294122,POINT (-118.3294122 33.8102427)
630,142713,JAIME HERNANDEZ,In LA County,VALENCIA,91355,"25040  AVENUE TIBBITTS, , VALENCIA, CA, 91355",,,POINT (NaN NaN)
631,194096,ZHAN PAUL KING,In LA County,ALTADENA,91001,"2502  EL SOL, ALTADENA, CA, 91001",,,POINT (NaN NaN)
632,503082,"PARENTS ANONYMOUS, INC",In LA County,CLAREMONT,91711,"250  WEST FIRST STREET, , CLAREMONT, CA, 91711",,,POINT (NaN NaN)
633,199335,GOD'S PANTRY,In LA County,POMONA,91767,"250  E CENTER ST, POMONA, CA, 91767",34.061448,-117.7469713,POINT (-117.7469713 34.061448)
634,164178,TALIN BAHADARIAN,In LA County,STEVENSON RANCH,91381,"24980  GREENSBRIER DR., STEVENSON RANCH, CA, 91381",,,POINT (NaN NaN)
635,132373,ADVANCED WINDOW FILM SOLUTIONS INC,In LA County,LOS ANGELES,90018,"2464  W WASHINGTON BLVD, LOS ANGELES, CA, 90018",34.0399966,-118.3170027,POINT (-118.3170027 34.0399966)
636,28943,"PORTER BOILER SERVICE, INC.",In LA County,SIGNAL HILL,90755,"2460  CERRITOS AVE., SIGNAL HILL, CA, 90755",33.8019885,-118.177302,POINT (-118.177302 33.8019885)
637,146460,ABSOLUTE ACCURACY INC,In LA County,LOS ANGELES,90039,"2451  RIVERSIDE DRIVE, LOS ANGELES, CA, 90039",34.105609,-118.255844,POINT (-118.255844 34.105609)
638,166716,"ALAN J. TERRANO CO., INC.",In LA County,VALENCIA,91355,"24307  MAGIC MOUNTAIN PKWY , VALENCIA, CA, 91355",34.4197178,-118.5631206,POINT (-118.5631206 34.4197178)
639,177054,"VMA COMMUNICATIONS, INC",In LA County,CLAREMONT,91711,"243  OBERLIN AVE, CLAREMONT, CA, 91711",34.0959889,-117.7207686,POINT (-117.7207686 34.0959889)
640,184368,"TEC-LINK, LLC",In LA County,INGLEWOOD,90301,"241  S MARKET , INGLEWOOD, CA, 90301",33.9612377,-118.3519521,POINT (-118.3519521 33.9612377)
641,161303,"SO-CAL INSULATION, INC.",In LA County,LOS ANGELES,90031,"2401  EADS STREET, LOS ANGELES, CA, 90031",34.0944306,-118.2403413,POINT (-118.2403413 34.0944306)
642,148807,3 WEST CAPITAL INC.,In LA County,CALABASAS,91302,"24007  VENTURA BLVD, CALABASAS, CA, 91302",,,POINT (NaN NaN)
643,213965,"HAZMAT RESOURCE, INC.",Outside of LA County,OXNARD,93030,"2400  CELSIUS AVE , OXNARD, CA, 93030",34.2037608,-119.1447621,POINT (-119.1447621 34.2037608)
644,202915,AMERICAN POLYMERS LLC,In LA County,VERNON,90058,"2380  E 51ST ST, VERNON, CA, 90058",33.9966646,-118.2306432,POINT (-118.2306432 33.9966646)
645,158171,"VISTAM, INC.",In LA County,SIGNAL HILL,90755,"2375  WALNUT AVE., SIGNAL HILL, CA, 90755",33.799946,-118.172085,POINT (-118.172085 33.799946)
646,191034,APEX INTEGRATED DISTRIBUTION LLC,Outside of LA County,IRVINE,92614,"2372  MORSE AVE , IRVINE, CA, 92614",33.6815992,-117.8491435,POINT (-117.8491435 33.6815992)
647,178215,POWER CAPITAL MANAGEMENT,In LA County,CALABASAS,91302,"23679  CALABASAS ROAD 539, CALABASAS, CA, 91302",,,POINT (NaN NaN)
648,154928,CPM ONE SOURCE INC,In LA County,CALABASAS,91302,"23679  CALABASAS RD., , CALABASAS, CA, 91302",34.1549747,-118.6448442,POINT (-118.6448442 34.1549747)
649,105066,UNISERVE FACILITIES SERVICES CORP,In LA County,COMMERCE,90040,"2363  S ATLANTIC BLVD, COMMERCE, CA, 90040",34.003877,-118.166632,POINT (-118.166632 34.003877)
650,183516,REM SUPPLY INC,In LA County,PASADENA,91103,"236  W MOUNTAIN ST, PASADENA, CA, 91103",34.1610868,-118.1546908,POINT (-118.1546908 34.1610868)
651,174941,"EVITARUS, INC.",In LA County,LOS ANGELES,90064,"2355  WESTWOOD BLVD, LOS ANGELES, CA, 90064",34.0411019,-118.42946,POINT (-118.42946 34.0411019)
652,172298,BCA WATSON RICE LLP,In LA County,TORRANCE,90501,"2355  CRENSHAW BLVD., TORRANCE, CA, 90501",33.823973,-118.32859,POINT (-118.32859 33.823973)
653,210920,GL PLUMBING SERVICE,In LA County,COMMERCE,90040,"2355  COWLIN AVE, COMMERCE, CA, 90040",34.0046298,-118.1671784,POINT (-118.1671784 34.0046298)
654,505984,INTERIOR DEMOLITION INC,In LA County,NEWHALL,91321,"23508  PINE ST, NEWHALL, CA, 91321",34.3630568,-118.5233015,POINT (-118.5233015 34.3630568)
655,505984,INTERIOR DEMOLITION INC,In LA County,NEWHALL,91321,"23508  PINE ST, NEWHALL, CA, 91321",34.3630568,-118.5233015,POINT (-118.5233015 34.3630568)
656,44939,DUTHIE ELECTRIC SERVICE CORP,In LA County,LONG BEACH,90805,"2335  E CHERRY INDUSTRIAL CIR, LONG BEACH, CA, 90805",33.8576543,-118.1669671,POINT (-118.1669671 33.8576543)
657,103291,CALIFORNIA INTEGRATED SOLUTIONS INC,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DRIVE, DIAMOND BAR, CA, 91765",34.008578,-117.818473,POINT (-117.818473 34.008578)
658,153330,TRIDENT SUPPLY INCORPORATED,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DR , DIAMOND BAR, CA, 91765",34.008578,-117.818473,POINT (-117.818473 34.008578)
659,153330,TRIDENT SUPPLY INCORPORATED,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DR, DIAMOND BAR, CA, 91765",34.008578,-117.818473,POINT (-117.818473 34.008578)
660,153330,TRIDENT SUPPLY INCORPORATED,In LA County,DIAMOND BAR,91765,"23341  GOLDEN SPRINGS DR, DIAMOND BAR, CA, 91765",34.008578,-117.818473,POINT (-117.818473 34.008578)
661,200878,DREADNOUGHT ENDEAVORS INC,In LA County,CALABASAS,91302,"23332  PARK MARIPOSA, CALABASAS, CA, 91302",34.1464396,-118.6375995,POINT (-118.6375995 34.1464396)
662,187924,"ENVIRONMENTAL OUTREACH STRATEGIES, INC.",In LA County,CALABASAS,91302,"23285  PARK ENSENADA, CALABASAS, CA, 91302",34.1491839,-118.6352555,POINT (-118.6352555 34.1491839)
663,209598,MONARKA DEVELOPMENT CORPORATION,In LA County,LOS ANGELES,90043,"2327  SOUTHWEST DR, LOS ANGELES, CA, 90043",33.9824193,-118.3198988,POINT (-118.3198988 33.9824193)
664,207452,"MAMMOTH RX, INC",Outside of LA County,LAGUNA HILLS,92653,"23151  ALCALDE DR , LAGUNA HILLS, CA, 92653",33.6231158,-117.7256065,POINT (-117.7256065 33.6231158)
665,123380,LTSC COMMUNITY DEVELOPMENT CORPORATION,In LA County,LOS ANGELES,90013,"231  E. 3RD ST. , LOS ANGELES, CA, 90013",34.0484523,-118.2436599,POINT (-118.2436599 34.0484523)
666,176964,KHUSH COOPER & ASSOCIATES,In LA County,WOODLAND HLS,91367,"23029  COLLINS ST, WOODLAND HLS, CA, 91367",34.173928,-118.6210861,POINT (-118.6210861 34.173928)
667,185419,"ROSE CITY COFFEE, LLC",In LA County,PASADENA,91107,"2302  E COLORADO BLVD, PASADENA, CA, 91107",34.1458816,-118.1029861,POINT (-118.1029861 34.1458816)
668,133842,INSTANT INFOSYSTEMS,In LA County,TORRANCE,90504,"2301  W 190TH ST, TORRANCE, CA, 90504",33.8584383,-118.3188378,POINT (-118.3188378 33.8584383)
669,190811,BAYINFOTECH,Outside of LA County,LIVERMORE,94550,"2300  1ST ST , LIVERMORE, CA, 94550",37.68222,-121.768391,POINT (-121.768391 37.68222)
670,187683,G&G MECHANICAL INC.,In LA County,LANCASTER,93535,"230  E AVENUE K4 , LANCASTER, CA, 93535",34.6715037,-118.0839618,POINT (-118.0839618 34.6715037)
671,182417,"NH ENVIRONMENTAL, INC.",In LA County,CITY OF INDUSTRY,91744,"229  N. CALIFORNIA AVE, CITY OF INDUSTRY, CA, 91744",34.0327931,-117.9681131,POINT (-117.9681131 34.0327931)
672,200195,"TERI & YAKI ASIAN COMFORT FOOD #3, INC.",In LA County,PASADENA,91101,"229  N LAKE AVE, PASADENA, CA, 91101",34.1499723,-118.1326183,POINT (-118.1326183 34.1499723)
673,211164,INSSKI INC.,In LA County,WOODLAND HLS,91364,"22704  VENTURA BLVD PMB 141, WOODLAND HLS, CA, 91364",,,POINT (NaN NaN)
674,206102,V & Z ENTERPRISES INC.,In LA County,WOODLAND HLS,91364,"22647  VENTURA BLVD PMB 411, WOODLAND HLS, CA, 91364",,,POINT (NaN NaN)
675,110023,TRINUS CORPORATION,In LA County,PASADENA,91101,"225  S LAKE AVE, PASADENA, CA, 91101",34.1418847,-118.1335197,POINT (-118.1335197 34.1418847)
676,190116,ROY E WHITEHEAD INC.,Outside of LA County,RIVERSIDE,92509,"2245  VIA CERRO, RIVERSIDE, CA, 92509",34.0165055,-117.3836795,POINT (-117.3836795 34.0165055)
677,199058,THE MACLEAN GROUP LLC,Outside of LA County,SACRAMENTO,95825,"2233  WATT AVE , SACRAMENTO, CA, 95825",38.604489,-121.3836677,POINT (-121.3836677 38.604489)
678,169805,"NO SWEAT HEATING AND AIR CONDITIONING, INC.",In LA County,TORRANCE,90502,"22325  HARBOR RIDGE LANE , TORRANCE, CA, 90502",,,POINT (NaN NaN)
679,199293,JON S HEYMAN,In LA County,TORRANCE,90505,"22320  WARMSIDE AVE, TORRANCE, CA, 90505",33.8255741,-118.3720742,POINT (-118.3720742 33.8255741)
680,184143,"INFINITY GOVERNMENT PROCUREMENT CONSULTING, LLC",In LA County,GLENDORA,91741,"223  S GLENDORA AVE, GLENDORA, CA, 91741",34.1337443,-117.8655859,POINT (-117.8655859 34.1337443)
681,205305,"ENTOURAGE TRANSPORTATION, LLC.",In LA County,CALABASAS,91302,"22287  MULHOLLAND HWY, CALABASAS, CA, 91302",34.1466129,-118.612466,POINT (-118.612466 34.1466129)
682,176472,PRIME ELECTRIC WHOLESALE CORP.,In LA County,ALHAMBRA,91801,"2220  W. MAIN STREET, ALHAMBRA, CA, 91801",34.0924753,-118.1472761,POINT (-118.1472761 34.0924753)
683,188711,TANO LOGISTICS LLC,In LA County,SAN PEDRO,90731,"222  W 6TH ST , SAN PEDRO, CA, 90731",33.7389201,-118.2832624,POINT (-118.2832624 33.7389201)
684,189925,TIBURON INDUSTRIAL INC,In LA County,SAN PEDRO,90731,"222  W 6TH ST, SAN PEDRO, CA, 90731",33.7389201,-118.2832624,POINT (-118.2832624 33.7389201)
685,131748,"LINCUS, INC.",In LA County,MONROVIA,91016,"222  E HUNTINGTON DR, MONROVIA, CA, 91016",34.1404595,-117.9953092,POINT (-117.9953092 34.1404595)
686,215308,"CAY INDUSTRIES, LLC",In LA County,BURBANK,91506,"2219  W OLIVE AVE, BURBANK, CA, 91506",34.1633429,-118.3273187,POINT (-118.3273187 34.1633429)
687,52375,THE MACHADO ENVIRONMENTAL CORP,In LA County,GLENDALE,91208,"2219  BROADVIEW DR, GLENDALE, CA, 91208",34.2027975,-118.2235153,POINT (-118.2235153 34.2027975)
688,100446,TRANSLATING SERVICES INC,In LA County,WOODLAND HLS,91364,"22141  VENTURA BLVD, WOODLAND HLS, CA, 91364",34.1686716,-118.6089234,POINT (-118.6089234 34.1686716)
689,32724,BRIAN ZIMMERMAN PHOTOGRAPHICS,In LA County,TORRANCE,90502,"22114  S. VERMONT AVE., , TORRANCE, CA, 90502",,,POINT (NaN NaN)
690,137826,"SEBASTIAN WATERWORKS, INC.",In LA County,MONTEREY PARK,91754,"221  W POMONA BLVD, MONTEREY PARK, CA, 91754",34.0336565,-118.1314303,POINT (-118.1314303 34.0336565)
691,137826,"SEBASTIAN WATERWORKS, INC.",In LA County,MONTEREY PARK,91754,"221  W POMONA BLVD, MONTEREY PARK, CA, 91754",34.0336565,-118.1314303,POINT (-118.1314303 34.0336565)
692,61135,NAKATOMI & ASSOCIATES INC,In LA County,LOS ANGELES,90064,"2207  COLBY AVENUE, LOS ANGELES, CA, 90064",34.0357312,-118.4449114,POINT (-118.4449114 34.0357312)
693,117286,EPIDAURUS,In LA County,LOS ANGELES,90007,"2202  S FIGUEROA ST PMB , LOS ANGELES, CA, 90007",,,POINT (NaN NaN)
694,172357,WESTON INDUSTRIES INC.,In LA County,SAN PEDRO,90731,"220  W 8TH ST, SAN PEDRO, CA, 90731",33.7370042,-118.2818941,POINT (-118.2818941 33.7370042)
695,513874,DON WOLF & ASSOCIATES INC,In LA County,CHATSWORTH,91311,"21955  PLUMMER STREET, CHATSWORTH, CA, 91311",34.2427824,-118.6055832,POINT (-118.6055832 34.2427824)
696,178124,"NUTECH PRINT AND APPAREL, INC.",In LA County,TORRANCE,90502,"21814  1/2 S VERMONT AVE, TORRANCE, CA, 90502",,,POINT (NaN NaN)
697,173924,ALLIANCE FOR COMMUNITY EMPOWERMENT,In LA County,CANOGA PARK,91305,"21801  SHERMAN WAY, CANOGA PARK, CA, 91305",34.201101,-118.603005,POINT (-118.603005 34.201101)
698,183625,MASSOUD KARIMZADEH,In LA County,LOS ANGELES,90025,"2180  S BEVERLY GLEN BLVD, LOS ANGELES, CA, 90025",34.0507416,-118.4207739,POINT (-118.4207739 34.0507416)
699,121874,AVALON RAFTS SALES & SERVICE,In LA County,WILMINGTON,90744,"218  N. MARINE AVE., WILMINGTON, CA, 90744",33.7715531,-118.2629784,POINT (-118.2629784 33.7715531)
700,120489,CALIFORNIA HEALTH & SAFETY INC,In LA County,LONG BEACH,90810,"21720  S WILMINGTON AVE , LONG BEACH, CA, 90810",,,POINT (NaN NaN)
701,126740,LAURA NIXHOLM,In LA County,CHATSWORTH,91311,"21704  DEVONSHIRE ST., , CHATSWORTH, CA, 91311",34.2571489,-118.6019476,POINT (-118.6019476 34.2571489)
702,107361,"LIN CONSULTING, INC",In LA County,DIAMOND BAR,91765,"21660  COPLEY DR., , DIAMOND BAR, CA, 91765",33.9992321,-117.8313237,POINT (-117.8313237 33.9992321)
703,149940,SHARESQUARED INC,In LA County,MONTROSE,91020,"2155  VERDUGO BLVD , MONTROSE, CA, 91020",,,POINT (NaN NaN)
704,185921,"SOUTHBAY SUPPLIERS, LLC",In LA County,TORRANCE,90503,"21515  HAWTHORNE BLVD, TORRANCE, CA, 90503",33.8335351,-118.352708,POINT (-118.352708 33.8335351)
705,126275,"IMAGE QUEST PLUS, LLC",In LA County,PASADENA,91101,"215  N MARENGO AVE FL 3, PASADENA, CA, 91101",,,POINT (NaN NaN)
706,168482,SOUTHWEST FIRE PROTECTION CO.,In LA County,MONROVIA,91016,"215  E. EL SUR STREET, MONROVIA, CA, 91016",34.1265448,-118.0012318,POINT (-118.0012318 34.1265448)
707,187772,GUNDARA DESIGN INC.,In LA County,CHATSWORTH,91311,"21439  CELTIC COURT, CHATSWORTH, CA, 91311",34.2715233,-118.5983394,POINT (-118.5983394 34.2715233)
708,185078,INDEPENDENCE CAPITAL LLC,In LA County,LOS ANGELES,90037,"214  W 49TH ST, LOS ANGELES, CA, 90037",33.9982356,-118.2764287,POINT (-118.2764287 33.9982356)
709,60679,PROFESSIONAL REFINISHING ORG,In LA County,LA PUENTE,91746,"214  S 5TH AVE, LA PUENTE, CA, 91746",,,POINT (NaN NaN)
710,190179,"SILVER STAR MOVERS, INC.",In LA County,TORRANCE,90501,"2132  W 237TH ST, TORRANCE, CA, 90501",33.8098279,-118.313121,POINT (-118.313121 33.8098279)
711,174165,LEKSON INC,In LA County,HAWAIIAN GARDENS,90716,"21309  NORWALK BLVD , HAWAIIAN GARDENS, CA, 90716",33.8360874,-118.0721085,POINT (-118.0721085 33.8360874)
712,136260,"CONSTANT AND ASSOCIATES, INC.",In LA County,TORRANCE,90503,"21250  HAWTHORNE BLVD , TORRANCE, CA, 90503",33.8362182,-118.3526499,POINT (-118.3526499 33.8362182)
713,100045,CHOYASSOCIATES,In LA County,TORRANCE,90503,"21250  HAWTHORNE BLVD, TORRANCE, CA, 90503",33.8362182,-118.3526499,POINT (-118.3526499 33.8362182)
714,140193,HH FREMER ARCHITECTS,In LA County,SANTA MONICA,90403,"2120  WILSHIRE BLVD, SANTA MONICA, CA, 90403",34.0299763,-118.4849302,POINT (-118.4849302 34.0299763)
715,189738,"J. ROSE INDUSTRIES, LLC",In LA County,REDONDO BEACH,90278,"2110  ARTESIA BOULEVARD , REDONDO BEACH, CA, 90278",33.8725164,-118.373911,POINT (-118.373911 33.8725164)
716,193505,"ALL PRO SIGNS, INC.",In LA County,TORRANCE,90501,"2107  BORDER AVE, TORRANCE, CA, 90501",33.8266937,-118.313098,POINT (-118.313098 33.8266937)
717,178217,THE GREGGROUP INC,In LA County,REDONDO BEACH,90278,"2106  ROCKEFELLER LN , REDONDO BEACH, CA, 90278",33.8697399,-118.3743026,POINT (-118.3743026 33.8697399)
718,124955,KAL KRISHNAN CONSULTING,In LA County,EL SEGUNDO,90245,"2101  E EL SEGUNDO BLVD, EL SEGUNDO, CA, 90245",33.9169007,-118.3903892,POINT (-118.3903892 33.9169007)
719,157512,REBEL VAN LINES,In LA County,COMPTON,90221,"2100  S ALAMEDA ST, COMPTON, CA, 90221",33.874126,-118.216847,POINT (-118.216847 33.874126)
720,6662,GRACE COMMUNICATIONS INC,In LA County,LOS ANGELES,90012,"210  S SPRING ST, LOS ANGELES, CA, 90012",34.0514284,-118.2457371,POINT (-118.2457371 34.0514284)
721,122867,HOT SHOTS ATHLETIC APPAREL INC,In LA County,WALNUT,91789,"20947  CURRIER RD , WALNUT, CA, 91789",,,POINT (NaN NaN)
722,508085,"LINSCOTT, LAW & GREENSPAN ENG.",In LA County,WOODLAND HLS,91367,"20931  BURBANK BLVD, WOODLAND HLS, CA, 91367",34.1733844,-118.5887903,POINT (-118.5887903 34.1733844)
723,118972,INTEGRATED ENGINEERING MANAGEMENT,Outside of LA County,SANTA ANA,92705,"2091  SALT AIR DR, SANTA ANA, CA, 92705",,,POINT (NaN NaN)
724,172138,TRIANGLE SPORTS INCORPORATED,In LA County,LA PUENTE,91746,"209  S 9TH AVE, LA PUENTE, CA, 91746",,,POINT (NaN NaN)
725,166962,"ORGANICSORB, LLC",In LA County,LOS ANGELES,90014,"208  E 6TH ST , LOS ANGELES, CA, 90014",34.0443857,-118.2488166,POINT (-118.2488166 34.0443857)
726,166962,"ORGANICSORB, LLC",In LA County,LOS ANGELES,90014,"208  E 6TH ST, LOS ANGELES, CA, 90014",34.0443857,-118.2488166,POINT (-118.2488166 34.0443857)
727,173724,INNOVATIVE INSPECTION SERVICES INC,In LA County,TORRANCE,90501,"20775  S WESTERN AVE , TORRANCE, CA, 90501",33.8421712,-118.309406,POINT (-118.309406 33.8421712)
728,208056,ADERSA GROUP LLC,In LA County,LOS ANGELES,90061,"207  W 138TH ST, LOS ANGELES, CA, 90061",33.9069228,-118.2759022,POINT (-118.2759022 33.9069228)
