Vendor Code,Company,Address,City,County,State,Zip
185599,NTS COMMUNICATIONS,3301 S BROADWAY,LOS ANGELES,In LA County,California,90007
105311,ENVIRONMENTAL TREATMENT & TECHNOLOGY INC,3275 WALNUT AVENUE,SIGNAL HILL,In LA County,California,90755
179485,DISTINCTIVETECH LLC,324 E FOOTHILL BLVD STE 203,ARCADIA,In LA County,California,91006
206750,LUZ M CHACON,3229 STOCKBRIDGE AVE,LOS ANGELES,In LA County,California,90032
160493,BUTERA & JOCHEN,32264 CASTAIC ROAD,CASTAIC,In LA County,California,91384
517818,"ILLUMINOUS ENTERPRISES, INC.",3225 BELLE RIVER DR.,HACIENDA HEIGHTS,In LA County,California,91745
141199,MARIANNE NEMES,3218 CHEVIOT VISTA PL,LOS ANGELES,In LA County,California,90034
134674,CLEAN ENVIRONMENTAL INC,321 E 47TH PLACE,LOS ANGELES,In LA County,California,90011
168442,HOLOS INC,321 AVENIDA LLC,N HOLLYWOOD,In LA County,California,91606
134640,"BORETTI, INC.",3206 N DINUBA BLVD,VISALIA,Outside of LA County,California,93291
506525,DAVIS BLUE PRINT CO INC,3205 N. MAIN ST.,LOS ANGELES,In LA County,California,90031
128960,KT INDUSTRIES INC.,3203 FLETCHER DRIVE,LOS ANGELES,In LA County,California,90065
170378,NATIONAL EAGLE SECURITY INC.,3200 WILSHIRE BLVD STE 1208,LOS ANGELES,In LA County,California,90010
156854,HILLTOP ENGINEERING AND CONSTRUCTION CORP,319 REES ST,PLAYA DEL REY,In LA County,California,90293
151748,"BARBARA L. HALL, PE, INC.",318 WEST EVERGREEN AVENUE,MONROVIA,In LA County,California,91016
500532,LANCASTER PLUMBING SUPPLIES INC,317 W. AVENUE I,LANCASTER,In LA County,California,93534
194572,REX WILDE,317 1/2 S AVENUE 55,LOS ANGELES,In LA County,California,90042
178770,CATALYST ENVIRONMENTAL SOLUTIONS CORPORATION,315 MONTANA AVE # 311,SANTA MONICA,In LA County,California,90403
150188,AMERICAN TRANSPORTATION SYSTEMS,3133 E SOUTH ST,LONG BEACH,In LA County,California,90805
121633,"A-TECH SYSTEMS, INC.","3129 S. HACIENDA BLVD, SUITE 416",HACIENDA HEIGHTS,In LA County,California,91745
172080,ARC CONSTRUCTION INC,3123 HARMONY PLACE,LA CRESCENTA,In LA County,California,91214
133264,"C. R. & A CUSTOM APPAREL, INC.",312 W. PICO BLVD.,LOS ANGELES,In LA County,California,90015
199062,GLADEO INC,3110 MAIN ST,SANTA MONICA,In LA County,California,90405
210574,SEASIDE COMPANIES LLC,30951 HICKORY HILL RD,MILLSBORO,Out of State,Delaware,19966
517143,HARBOR AREA GANG ALTERNATIVES PROGRAM,309 W. OPP ST.,WILMINGTON,In LA County,California,90744
204198,TAYLOR PRINTING COMPANY LLC,3088 N CLYBOURN AVE,BURBANK,In LA County,California,91505
175228,"BUSINESS U, INC.",30767 GATEWAY PL,RMV,Outside of LA County,California,92694
187696,"HALLSTA 360, INC.",306 S MYRTLE AVE FL 2,MONROVIA,In LA County,California,91016
187696,"HALLSTA 360, INC.",306 S MYRTLE AVE,MONROVIA,In LA County,California,91016
109859,ADVANCED INFRASTRUCTURE TECHNOLOGIES LLC,3055 KASHIWA STREET,TORRANCE,In LA County,California,90505
175412,ROBERT BURGESS,305 HATTEN RD,SEASIDE,Outside of LA County,California,93955
505843,DAVE WILLIAMS,3047 TYLER AVE.,EL MONTE,In LA County,California,91731
142169,"VISION ELECTRIC WHOLESALE, INC",3044 W. MAIN ST.,ALHAMBRA,In LA County,California,91801
173097,ROBIN O'CONNELL,3044 PAULA DRIVE,SANTA MONICA,In LA County,California,90405
125418,GEORGE HILLS COMPANY,3043 GOLD CANAL DR STE 200,RANCHO CORDOVA,Outside of LA County,California,95670
169970,TONY M RUFFOLO,3042 E. CALIFORNIA BLVD.,PASADENA,In LA County,California,91107
187276,ALICIA DIAZ,3037 CUDAHY STREET,HUNTINGTON PARK,In LA County,California,90255
818,CALOX INC,3034 FIERRO ST.,LOS ANGELES,In LA County,California,90065
521546,NEW ECONOMICS FOR WOMEN,303 LOMA DR,LOS ANGELES,In LA County,California,90017
118972,INTEGRATED ENGINEERING MANAGEMENT,302 W 5TH ST,SAN PEDRO,In LA County,California,90731
145333,"STEEL EXCHANGE, INCORPORATED",302 W 5TH ST,SAN PEDRO,In LA County,California,90731
147015,TRILLAMED LLC,30100 TELEGRAPH RD STE 366,BINGHAM FARMS,Out of State,Michigan,48025
171911,"ON TARGET ELECTRIC, INC.",3002 DOW AVE BLDG 100 STE 132,TUSTIN,Outside of LA County,California,92780
171911,"ON TARGET ELECTRIC, INC.",3002 DOW AVE,TUSTIN,Outside of LA County,California,92780
506348,TRIANGLE TRUCK PARTS INC.,300 S. IRWINDALE AVE.,AZUSA,In LA County,California,91702
100595,"GATEWAY SCIENCE & ENGINEERING,INC.",300 N LAKE AVE,PASADENA,In LA County,California,91101
208162,"SCALECAPACITY, INC.",300 N 3RD ST STE 260,BURBANK,In LA County,California,91502
210321,GOLDEN PIG COLLECTION LLC,300 E ESPLANADE DR STE 900,OXNARD,Outside of LA County,California,93036
118419,"HULS ENVIRONMENTAL MANAGEMENT,LLC",29911 NIGUEL RD,LAGUNA NIGUEL,Outside of LA County,California,92607
155018,"TOTAL RECALL CAPTIONING, INC.",29629 CANWOOD ST.,AGOURA HILLS,In LA County,California,91301
59116,ORION ENVIRONMENTAL INC.,2955 REDONDO AVE,LONG BEACH,In LA County,California,90806
143025,"TALLAL, INC.",29500 HEATHERCLIFF RD,MALIBU,In LA County,California,90265
181094,"GRAFFITI SHIELD, INC.",2940 E LA PALMA AVE STE D,ANAHEIM,Outside of LA County,California,92806
202258,PROED CONSULTING AND STAFFING INC,2934 E GARVEY AVE S,WEST COVINA,In LA County,California,91791
152079,FACTORY DIRECT DISTRIBUTION CORP,2930 SUPPLY AVE,COMMERCE,In LA County,California,90040
178720,"VERMONT OUTLET, INC.",2929 S. VERMONT AVENUE,LOS ANGELES,In LA County,California,90007
44187,ALHAMBRA GLASS CO INC,2904 W. VALLEY BLVD.,ALHAMBRA,In LA County,California,91803
170427,ELEVATING SALES CORP.,2903 SATURN ST STE C,BREA,Outside of LA County,California,92821
170427,ELEVATING SALES CORP.,2903 SATURN ST STE C,BREA,Outside of LA County,California,92821
152163,"LIVEVIEWGPS, INC.",29021 AVE SHERMAN STE 103,VALENCIA,In LA County,California,91355
519912,FSY ARCHITECTS INC.,"2902 KNOX AVE., 2ND FLOOR",LOS ANGELES,In LA County,California,90039
30742,PARAMOUNT MATTRESS INC,2900 E. OLYMPIC BLVD.,LOS ANGELES,In LA County,California,90023
201894,RESMED 1 LLC (CA),28807 ROSEISLE CT,MENIFEE,Outside of LA County,California,92584
145696,"AEGIS HC, LLC",28511 SILVERTON DR,LAGUNA NIGUEL,Outside of LA County,California,92677
142173,EFS WEST,28472 CONSTELLATION RD,VALENCIA,In LA County,California,91355
142368,AMMMM INC,28364 SOUTH WESTERN AVE STE 402,RANCHO PALOS VERDES,In LA County,California,90275
155039,"ACCESS PACIFIC, INC.",2835 SIERRA GRANDE ST,PASADENA,In LA County,California,91107
189440,FIRE STARTER STUDIOS,28348 CONSTELLATION RD,SANTA CLARITA,In LA County,California,91355
171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",28338 CONSTELLATION RD,VALENCIA,In LA County,California,91355
171038,"INTELLIGENT FIRE SYSTEMS & SOLUTIONS, INC.",28338 CONSTELLATION RD,VALENCIA,In LA County,California,91355
122107,SAFE ENVIRONMENT ENGINEERING,28318 CONSTELLATION RD,VALENCIA,In LA County,California,91355
512124,LOS ANGELES CONSERVATION CORPS,2824 S. MAIN ST.,LOS ANGELES,In LA County,California,90007
170932,SLB PRINTING INC,2818 S ROBERTSON BVD,LOS ANGELES,In LA County,California,90034
164285,KACEY ROUNTREE,2812 HERMOSITA DRIVE,GLENDALE,In LA County,California,91208
522450,TEAGUE CUSTOM MARINE,28115 AVENUE STANFORD,VALENCIA,In LA County,California,91355
205443,AMY TRINH,280 S LEMON AVE UNIT 402,WALNUT,In LA County,California,91788
28700,"POWERLAND EQUIPMENT, INC.",27943 VALLEY CENTER RD.,VALLEY CENTER,Outside of LA County,California,92082
181979,CROWN TROPHY OF SANTA CLARITA,27811 AVENUE HOPKINS STE 7,VALENCIA,In LA County,California,91355
210925,"SENSE TECHNOLOGY SOLUTIONS, LLC.",27648 SKYLARK LN,SANTA CLARITA,In LA County,California,91350
212279,"WADECO BUSINESS CENTER, LLC",27305 LIVE OAK RD,CASTAIC,In LA County,California,91384
512997,SEPCO EARTHSCAPE INC,2730 WILSHIRE BLVD STE 660,SANTA MONICA,In LA County,California,90403
170466,HADI  PISHDADIAN,2727 WEST VALLEY BLVD,ALHAMBRA,In LA County,California,91803
185029,ARTS FOR HEALING AND JUSTICE NETWORK,2727 E ANAHEIM ST,LONG BEACH,In LA County,California,90804
517389,SANTA CLARITA VALLEY COMMITTEE ON AGING CORP.,27180 GOLDEN VALLEY RD,SANTA CLARITA,In LA County,California,91350
51881,FAR EAST LANDSCAPE & MAINTENANCE INC,27118 COLEBROOK PL,VALENCIA,In LA County,California,91354
187313,IGNITED LLC,2711 N SEPULVEDA BLVD # 202,MANHATTAN BCH,In LA County,California,90266
177249,BOYLE HEIGHTS ARTS CONSERVATORY,2708 E CESAR E CHAVEZ AVE # 101,LOS ANGELES,In LA County,California,90033
211911,EDUARDO ESCUTIA,2702 HANAWALT ST,LA VERNE,In LA County,California,91750
34147,PLUMBING & INDUSTRIAL SUPPLY,2700 S SANTE FE AVE.,VERNON,In LA County,California,90058
62973,ELECTRIC SERVICE & SUPPLY CO OF PASADENA,2668 E FOOTHILL BLVD,PASADENA,In LA County,California,91107
100189,AURORA INDUSTRIAL HYGIENE INC,2667 E 28TH ST STE 512,SIGNAL HILL,In LA County,California,90755
179953,AP SAFETY,2667 E 28TH ST STE 509,SIGNAL HILL,In LA County,California,90755
100189,AURORA INDUSTRIAL HYGIENE INC,2667 E 28TH ST,SIGNAL HILL,In LA County,California,90755
179953,AP SAFETY,2667 E 28TH ST,SIGNAL HILL,In LA County,California,90755
56710,ARROW RESTAURANT EQUIPMENT & SUPPLIES INC,26512 OAK TERRACE PL,VALENCIA,In LA County,California,91381
506099,KALBAN INC,26450 RUETHER AVE,SANTA CLARITA,In LA County,California,91350
111456,LINCOLN TRAINING CENTER,2643 LOMA AVE.,SOUTH EL MONTE,In LA County,California,91733
505696,PROJECT IMPACT,2640 INDUSTRY WAY.,LYNWOOD,In LA County,California,90262
187354,"VETUP, LLC",26375 PIAZZA DI SARRO,SANTA CLARITA,In LA County,California,91321
185384,RC LAO AIR CONDITIONING,2620 ORANGE GROVE AVE,ALHAMBRA,In LA County,California,91803
109531,"MULTI W SYSTEMS, INC.",2615 STROZIER AVE.,EL MONTE,In LA County,California,91733
173783,WESTERN INDOOR ENVIRONMENTAL SERVICES,2609 W BEVERLY BLVD,MONTEBELLO,In LA County,California,90640
187026,THE SAUCE CREATIVE SERVICES CORP,2600 S CALIFORNIA AVE STE C,MONROVIA,In LA County,California,91016
164470,PMCS GROUP INC.,2600 E PACIFIC COAST HWY,LONG BEACH,In LA County,California,90804
157534,RELEVANT-IT,25876 THE OLD RD PMB 302,STEVENSON RNH,In LA County,California,91381
173212,"BAE URBAN ECONOMICS, INC.",2560 9TH ST,BERKELEY,Outside of LA County,California,94710
173212,"BAE URBAN ECONOMICS, INC.",2560 9TH ST,BERKELEY,Outside of LA County,California,94710
213451,FOREVERLAMP INC.,2550 W 237TH ST,TORRANCE,In LA County,California,90505
183499,D & S SECURITY INC,2550 CORPORATE PL STE C107,MONTEREY PARK,In LA County,California,91754
157552,"ONYX ARCHITECTS, INC.",2540 E COLORADO BLVD,PASADENA,In LA County,California,91107
207219,WILBERT KIGULU,254 N LAKE AVE # 128,PASADENA,In LA County,California,91101
123894,"SAFETYVIBE, INC.",2530 CORPORATE PL,MONTEREY PARK,In LA County,California,91754
187035,CG RESOURCE MANAGEMENT AND ENGINEERING,2529 AMHERST ST,LA VERNE,In LA County,California,91750
180346,DIANA M ADAROS,2525 N BOURBON ST,ORANGE,Outside of LA County,California,92865
195621,"AVENUE HOME CARE, INC",2515 PIONEER AVE STE 3,VISTA,Outside of LA County,California,92081
212963,ALPINE TECHNOLOGIES LLC,2510 W 237TH ST STE 19,TORRANCE,In LA County,California,90505
142713,JAIME HERNANDEZ,"25040 AVENUE TIBBITTS, UNIT #E",VALENCIA,In LA County,California,91355
194096,ZHAN PAUL KING,2502 EL SOL,ALTADENA,In LA County,California,91001
503082,"PARENTS ANONYMOUS, INC","250 WEST FIRST STREET, SUITE 250",CLAREMONT,In LA County,California,91711
199335,GOD'S PANTRY,250 E CENTER ST,POMONA,In LA County,California,91767
164178,TALIN BAHADARIAN,24980 GREENSBRIER DR.,STEVENSON RANCH,In LA County,California,91381
132373,ADVANCED WINDOW FILM SOLUTIONS INC,2464 W WASHINGTON BLVD,LOS ANGELES,In LA County,California,90018
28943,"PORTER BOILER SERVICE, INC.",2460 CERRITOS AVE.,SIGNAL HILL,In LA County,California,90755
146460,ABSOLUTE ACCURACY INC,2451 RIVERSIDE DRIVE,LOS ANGELES,In LA County,California,90039
166716,"ALAN J. TERRANO CO., INC.",24307 MAGIC MOUNTAIN PKWY # 229,VALENCIA,In LA County,California,91355
177054,"VMA COMMUNICATIONS, INC",243 OBERLIN AVE,CLAREMONT,In LA County,California,91711
184368,"TEC-LINK, LLC",241 S MARKET #4,INGLEWOOD,In LA County,California,90301
161303,"SO-CAL INSULATION, INC.",2401 EADS STREET,LOS ANGELES,In LA County,California,90031
148807,3 WEST CAPITAL INC.,24007 VENTURA BLVD,CALABASAS,In LA County,California,91302
213965,"HAZMAT RESOURCE, INC.",2400 CELSIUS AVE STE H,OXNARD,Outside of LA County,California,93030
202915,AMERICAN POLYMERS LLC,2380 E 51ST ST,VERNON,In LA County,California,90058
158171,"VISTAM, INC.",2375 WALNUT AVE.,SIGNAL HILL,In LA County,California,90755
191034,APEX INTEGRATED DISTRIBUTION LLC,2372 MORSE AVE STE 162,IRVINE,Outside of LA County,California,92614
178215,POWER CAPITAL MANAGEMENT,23679 CALABASAS ROAD 539,CALABASAS,In LA County,California,91302
154928,CPM ONE SOURCE INC,"23679 CALABASAS RD., #186",CALABASAS,In LA County,California,91302
105066,UNISERVE FACILITIES SERVICES CORP,2363 S ATLANTIC BLVD,COMMERCE,In LA County,California,90040
183516,REM SUPPLY INC,236 W MOUNTAIN ST,PASADENA,In LA County,California,91103
174941,"EVITARUS, INC.",2355 WESTWOOD BLVD,LOS ANGELES,In LA County,California,90064
172298,BCA WATSON RICE LLP,2355 CRENSHAW BLVD.,TORRANCE,In LA County,California,90501
210920,GL PLUMBING SERVICE,2355 COWLIN AVE,COMMERCE,In LA County,California,90040
505984,INTERIOR DEMOLITION INC,23508 PINE ST,NEWHALL,In LA County,California,91321
505984,INTERIOR DEMOLITION INC,23508 PINE ST,NEWHALL,In LA County,California,91321
44939,DUTHIE ELECTRIC SERVICE CORP,2335 E CHERRY INDUSTRIAL CIR,LONG BEACH,In LA County,California,90805
103291,CALIFORNIA INTEGRATED SOLUTIONS INC,23341 GOLDEN SPRINGS DRIVE,DIAMOND BAR,In LA County,California,91765
153330,TRIDENT SUPPLY INCORPORATED,23341 GOLDEN SPRINGS DR STE 101,DIAMOND BAR,In LA County,California,91765
153330,TRIDENT SUPPLY INCORPORATED,23341 GOLDEN SPRINGS DR,DIAMOND BAR,In LA County,California,91765
153330,TRIDENT SUPPLY INCORPORATED,23341 GOLDEN SPRINGS DR,DIAMOND BAR,In LA County,California,91765
200878,DREADNOUGHT ENDEAVORS INC,23332 PARK MARIPOSA,CALABASAS,In LA County,California,91302
187924,"ENVIRONMENTAL OUTREACH STRATEGIES, INC.",23285 PARK ENSENADA,CALABASAS,In LA County,California,91302
209598,MONARKA DEVELOPMENT CORPORATION,2327 SOUTHWEST DR,LOS ANGELES,In LA County,California,90043
207452,"MAMMOTH RX, INC",23151 ALCALDE DR STE A2,LAGUNA HILLS,Outside of LA County,California,92653
123380,LTSC COMMUNITY DEVELOPMENT CORPORATION,231 E. 3RD ST. STE. G106,LOS ANGELES,In LA County,California,90013
176964,KHUSH COOPER & ASSOCIATES,23029 COLLINS ST,WOODLAND HLS,In LA County,California,91367
185419,"ROSE CITY COFFEE, LLC",2302 E COLORADO BLVD,PASADENA,In LA County,California,91107
133842,INSTANT INFOSYSTEMS,2301 W 190TH ST,TORRANCE,In LA County,California,90504
190811,BAYINFOTECH,2300 1ST ST STE D336,LIVERMORE,Outside of LA County,California,94550
187683,G&G MECHANICAL INC.,230 E AVENUE K4 STE 7,LANCASTER,In LA County,California,93535
182417,"NH ENVIRONMENTAL, INC.",229 N. CALIFORNIA AVE,CITY OF INDUSTRY,In LA County,California,91744
200195,"TERI & YAKI ASIAN COMFORT FOOD #3, INC.",229 N LAKE AVE,PASADENA,In LA County,California,91101
211164,INSSKI INC.,22704 VENTURA BLVD PMB 141,WOODLAND HLS,In LA County,California,91364
206102,V & Z ENTERPRISES INC.,22647 VENTURA BLVD PMB 411,WOODLAND HLS,In LA County,California,91364
110023,TRINUS CORPORATION,225 S LAKE AVE,PASADENA,In LA County,California,91101
190116,ROY E WHITEHEAD INC.,2245 VIA CERRO,RIVERSIDE,Outside of LA County,California,92509
199058,THE MACLEAN GROUP LLC,2233 WATT AVE STE 296,SACRAMENTO,Outside of LA County,California,95825
169805,"NO SWEAT HEATING AND AIR CONDITIONING, INC.",22325 HARBOR RIDGE LANE UNIT 5,TORRANCE,In LA County,California,90502
199293,JON S HEYMAN,22320 WARMSIDE AVE,TORRANCE,In LA County,California,90505
184143,"INFINITY GOVERNMENT PROCUREMENT CONSULTING, LLC",223 S GLENDORA AVE,GLENDORA,In LA County,California,91741
205305,"ENTOURAGE TRANSPORTATION, LLC.",22287 MULHOLLAND HWY,CALABASAS,In LA County,California,91302
176472,PRIME ELECTRIC WHOLESALE CORP.,2220 W. MAIN STREET,ALHAMBRA,In LA County,California,91801
188711,TANO LOGISTICS LLC,222 W 6TH ST STE 400,SAN PEDRO,In LA County,California,90731
189925,TIBURON INDUSTRIAL INC,222 W 6TH ST,SAN PEDRO,In LA County,California,90731
131748,"LINCUS, INC.",222 E HUNTINGTON DR,MONROVIA,In LA County,California,91016
215308,"CAY INDUSTRIES, LLC",2219 W OLIVE AVE,BURBANK,In LA County,California,91506
52375,THE MACHADO ENVIRONMENTAL CORP,2219 BROADVIEW DR,GLENDALE,In LA County,California,91208
100446,TRANSLATING SERVICES INC,22141 VENTURA BLVD,WOODLAND HLS,In LA County,California,91364
32724,BRIAN ZIMMERMAN PHOTOGRAPHICS,"22114 S. VERMONT AVE., STE. 103",TORRANCE,In LA County,California,90502
137826,"SEBASTIAN WATERWORKS, INC.",221 W POMONA BLVD,MONTEREY PARK,In LA County,California,91754
137826,"SEBASTIAN WATERWORKS, INC.",221 W POMONA BLVD,MONTEREY PARK,In LA County,California,91754
61135,NAKATOMI & ASSOCIATES INC,2207 COLBY AVENUE,LOS ANGELES,In LA County,California,90064
117286,EPIDAURUS,2202 S FIGUEROA ST PMB #717,LOS ANGELES,In LA County,California,90007
172357,WESTON INDUSTRIES INC.,220 W 8TH ST,SAN PEDRO,In LA County,California,90731
513874,DON WOLF & ASSOCIATES INC,21955 PLUMMER STREET,CHATSWORTH,In LA County,California,91311
178124,"NUTECH PRINT AND APPAREL, INC.",21814 1/2 S VERMONT AVE,TORRANCE,In LA County,California,90502
173924,ALLIANCE FOR COMMUNITY EMPOWERMENT,21801 SHERMAN WAY,CANOGA PARK,In LA County,California,91305
183625,MASSOUD KARIMZADEH,2180 S BEVERLY GLEN BLVD,LOS ANGELES,In LA County,California,90025
121874,AVALON RAFTS SALES & SERVICE,218 N. MARINE AVE.,WILMINGTON,In LA County,California,90744
120489,CALIFORNIA HEALTH & SAFETY INC,21720 S WILMINGTON AVE STE 307,LONG BEACH,In LA County,California,90810
126740,LAURA NIXHOLM,"21704 DEVONSHIRE ST., # 144",CHATSWORTH,In LA County,California,91311
107361,"LIN CONSULTING, INC","21660 COPLEY DR., STE. 270",DIAMOND BAR,In LA County,California,91765
149940,SHARESQUARED INC,2155 VERDUGO BLVD SUITE 33,MONTROSE,In LA County,California,91020
185921,"SOUTHBAY SUPPLIERS, LLC",21515 HAWTHORNE BLVD,TORRANCE,In LA County,California,90503
126275,"IMAGE QUEST PLUS, LLC",215 N MARENGO AVE FL 3,PASADENA,In LA County,California,91101
168482,SOUTHWEST FIRE PROTECTION CO.,215 E. EL SUR STREET,MONROVIA,In LA County,California,91016
187772,GUNDARA DESIGN INC.,21439 CELTIC COURT,CHATSWORTH,In LA County,California,91311
185078,INDEPENDENCE CAPITAL LLC,214 W 49TH ST,LOS ANGELES,In LA County,California,90037
60679,PROFESSIONAL REFINISHING ORG,214 S 5TH AVE,LA PUENTE,In LA County,California,91746
190179,"SILVER STAR MOVERS, INC.",2132 W 237TH ST,TORRANCE,In LA County,California,90501
174165,LEKSON INC,21309 NORWALK BLVD #53,HAWAIIAN GARDENS,In LA County,California,90716
136260,"CONSTANT AND ASSOCIATES, INC.",21250 HAWTHORNE BLVD STE 400,TORRANCE,In LA County,California,90503
100045,CHOYASSOCIATES,21250 HAWTHORNE BLVD,TORRANCE,In LA County,California,90503
140193,HH FREMER ARCHITECTS,2120 WILSHIRE BLVD,SANTA MONICA,In LA County,California,90403
189738,"J. ROSE INDUSTRIES, LLC",2110 ARTESIA BOULEVARD #488,REDONDO BEACH,In LA County,California,90278
193505,"ALL PRO SIGNS, INC.",2107 BORDER AVE,TORRANCE,In LA County,California,90501
178217,THE GREGGROUP INC,2106 ROCKEFELLER LN UNIT E,REDONDO BEACH,In LA County,California,90278
124955,KAL KRISHNAN CONSULTING,2101 E EL SEGUNDO BLVD,EL SEGUNDO,In LA County,California,90245
157512,REBEL VAN LINES,2100 S ALAMEDA ST,COMPTON,In LA County,California,90221
6662,GRACE COMMUNICATIONS INC,210 S SPRING ST,LOS ANGELES,In LA County,California,90012
122867,HOT SHOTS ATHLETIC APPAREL INC,20947 CURRIER RD UNIT E,WALNUT,In LA County,California,91789
508085,"LINSCOTT, LAW & GREENSPAN ENG.",20931 BURBANK BLVD,WOODLAND HLS,In LA County,California,91367
118972,INTEGRATED ENGINEERING MANAGEMENT,2091 SALT AIR DR,SANTA ANA,Outside of LA County,California,92705
172138,TRIANGLE SPORTS INCORPORATED,209 S 9TH AVE,LA PUENTE,In LA County,California,91746
166962,"ORGANICSORB, LLC",208 E 6TH ST STE C17,LOS ANGELES,In LA County,California,90014
166962,"ORGANICSORB, LLC",208 E 6TH ST,LOS ANGELES,In LA County,California,90014
173724,INNOVATIVE INSPECTION SERVICES INC,20775 S WESTERN AVE STE 101,TORRANCE,In LA County,California,90501
208056,ADERSA GROUP LLC,207 W 138TH ST,LOS ANGELES,In LA County,California,90061
144452,"SRFS, INC",20615 VANOWEN ST,WINNETKA,In LA County,California,91306
191334,MARGARET MANNING,20614 BUDLONG AVE,TORRANCE,In LA County,California,90502
182445,"STEELMAN BUILD & CONSTRUCTION, INC.",2058 N MILLS AVE NUM 224,CLAREMONT,In LA County,California,91711
182149,"CORONADO DISTRIBUTION COMPANY, INC.",205 W 35TH ST,NATIONAL CITY,Outside of LA County,California,91950
57091,"MARRS SERVICES, INC.",205 S BROADWAY STE 618,LOS ANGELES,In LA County,California,90012
31075,ALCO TARGET COMPANY INC,2048 CENTRAL AVE,DUARTE,In LA County,California,91010
176366,"SJD&B, INC.",20451 VALLEY BLVD,WALNUT,In LA County,California,91789
119972,SPECTRUM ENVIRONMENTAL SERVICE,20434 CORISCO ST,CHATSWORTH,In LA County,California,91311
507514,UNIVERSAL REPROGRAPHICS INC,2043 PONTIUS AVENUE,LOS ANGELES,In LA County,California,90025
199971,LOTUS DESIGNS LLC,2041 W 109TH ST,LOS ANGELES,In LA County,California,90047
170080,TOTAL CORPORATE SOLUTIONS,20335 S WESTERN AVE,TORRANCE,In LA County,California,90501
176413,ENVIRO PRODUCTS WEST INC,2029 VERDUGO BLVD,MONTROSE,In LA County,California,91020
117886,"PARKER LIGHTING, INC.",201 WEST MANCHESTER BLVD,INGLEWOOD,In LA County,California,90301
179357,"PRECISE WEIGHING SYSTEMS, INC.",20011 JACANA CT,SANTA CLARITA,In LA County,California,91351
186200,"CLASSIC FLOOR CARE, INC.",2001 E FINANCIAL WAY STE 104,GLENDORA,In LA County,California,91741
171022,"VERDICAL GROUP, INC.",199 S LOS ROBLES AVE,PASADENA,In LA County,California,91101
47964,IMAGING PRODUCTS INTERNATIONAL INC,19849 NORDHOFF ST,NORTHRIDGE,In LA County,California,91324
52590,"SALAM INTERNATIONAL, INC.",19781 PAULING,FOOTHILL RANCH,Outside of LA County,California,92610
189554,COLEMAN EQUIPMENT RENTALS LLC,1973 W 48TH ST,LOS ANGELES,In LA County,California,90062
104573,"EPIC LAND SOLUTIONS, INC.",1971 W 190TH ST,TORRANCE,In LA County,California,90504
104573,"EPIC LAND SOLUTIONS, INC.",1971 W 190TH ST,TORRANCE,In LA County,California,90504
182718,WITH LOVE MARKET AND CAFE,1969 S. VERMONT AVE.,LOS ANGELES,In LA County,California,90007
137619,GREEN MOUNTAIN CORPORATION,19501 S SANTA FE AVE STE 100,E RNCHO DMNGZ,In LA County,California,90221
198576,KNIGHTFOX LOGISTICS LLC,1947 E 123RD ST,COMPTON,In LA County,California,90222
198576,KNIGHTFOX LOGISTICS LLC,1947 E 123RD ST,COMPTON,In LA County,California,90222
198576,KNIGHTFOX LOGISTICS LLC,1947 E 123RD ST,COMPTON,In LA County,California,90222
108118,GRAND STANDS INC,1946 S MYRTLE AVE,MONROVIA,In LA County,California,91016
196549,"FRESHLUNCHES, INC.",19431 BUSINESS CENTER DR,NORTHRIDGE,In LA County,California,91324
196549,"FRESHLUNCHES, INC.",19431 BUSINESS CENTER DR,NORTHRIDGE,In LA County,California,91324
192877,CERVUS INC.,19425 SOLEDAD CANYON RD,CANYON CNTRY,In LA County,California,91351
111875,"UNIQUE IMAGE, INC.","19365 BUSINESS CENTER DR., STE. 4",NORTHRIDGE,In LA County,California,91324
35767,"AXIOM MEDICAL, INC.",19320 SOUTH VAN NESS AVENUE,TORRANCE,In LA County,California,90501
186870,RJ NAUTICAL,1930 E CARSON ST,CARSON,In LA County,California,90810
190698,"THUNDERCAT TECHNOLOGY, LLC",1925 ISAAC NEWTON SQ E STE 180,RESTON,Out of State,Virginia,20190
57072,"KAR WING TRADING CO., INC",1923 FRANK STILES ST,S EL MONTE,In LA County,California,91733
180612,A-BEST INDUSTRIAL INC.,1911 N GAFFEY STREET,SAN PEDRO,In LA County,California,90731
184368,"TEC-LINK, LLC",19101 CLIMBING ASTER DR,TAMPA,Out of State,Florida,33647
507037,"UNITED DIESEL SERVICE, INC.",1903 PENN MAR AVE.,SOUTH EL MONTE,In LA County,California,91733
188454,ALEX AND EDIZEN LLC,1901 OCEAN FRONT WALK APT 3,VENICE,In LA County,California,90291
52547,KH CONSULTING GROUP,"1901 AVENUE OF THE STARS, STE. 200",LOS ANGELES,In LA County,California,90067
170927,RELIABLE MONITORING SERVICES,1899 FREEMAN AVE,SIGNAL HILL,In LA County,California,90755
170927,RELIABLE MONITORING SERVICES,1899 FREEMAN AVE,SIGNAL HILL,In LA County,California,90755
200158,GENERATION CONNECT,18811 TOPHAM ST,TARZANA,In LA County,California,91335
143193,"MNR CONSTRUCTION, INC.",1880 WRIGHT AVE,LA VERNE,In LA County,California,91750
187822,"MULHOLLAND CONSULTING GROUP, LLC",18751 CEDAR CREST DR,SANTA CLARITA,In LA County,California,91387
